foodID,name,ingredients,prepTimeInMins,cookTimeInMins,totalTimeInMins,servings,cuisine,course,Regions,isVeg,isSugarFree,isHighProtein,isGluttenFree,isSattvic,isVegan,diet,allergies,totalCaloriesInCal,instructions,URL,imgURL
1406,Raw Mango Dhokla  Topped With Sweet Mango Chutney,"1 Mango (Raw) - peeled and chopped,1/2 teaspoon Mustard seeds,2 Dry Red Chillies,1 teaspoon Panch Phoran Masala,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Fennel seeds (Saunf),1/4 teaspoon Kalonji (Onion Nigella Seeds),1/4 teaspoon Methi Seeds (Fenugreek Seeds),1/2 teaspoon Mustard seeds,2 tablespoons Sunflower Oil,1/4 cup Jaggery - (adjust),1 teaspoon Salt,1 cup Gram flour (besan),1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Salt,1 teaspoon Sugar,1 teaspoon Enos fruit salt,1/2 cup Mango (Raw) - grated,1 tablespoon Sunflower Oil",20,40,60,5,Gujarati ?,Snack,18,1,0,1,0,0,0,High Protein Vegetarian,None,72,"To begin making the Raw Mango Dhokla Recipe Topped With Sweet Mango Chutney, we will first make the chutneyIn a pressure cooker, add mustard seeds and dried red chillies.Then add the mango pieces, jaggery, panch phoran salt and turmeric powder. Add little water and cook the mangoes for 3 to 4 whistles.Once done, open the cooker and check the salt and spices and adjust accordingly. Keep the Sweet and Spicy Mango Chutney aside.The next step is to make the Raw Mango DhoklaIn a bowl, add besan, salt, sugar, turmeric powder, and add water and mix it well to make a thick Khaman Dhokla Batter. Stir in the grated raw mangoes, oil and the eno's fruit salt.The Raw Mango Khaman Dhokla batter should be of idli batter consistency.Now grease a dhokla plate with oil and also preheat the dhokla steamer with water and keep ready.Spoon the Raw Mango Dhokla Batter into the dhokla plates, place them in the steamer and steam the dhokla on high heat for about 10 to 12 minutes until done.When you insert a knife inside, it should come out clean. Turn off the heat and allow the Raw Mango Dhokla to cool down. Now, once the Raw Mango Dhokla is cooled, loosen the sides and invert the bowl to unmold dhokla on a plate and cut them into diamonds.Place them on a serving platter and spoon the Sweet and Spicy Raw Mango Chutney over the dhokla and serve.The Raw Mango Dhokla Recipe makes a great party starter recipe or even serve for an evening snack during the summers.
",https://www.archanaskitchen.com/raw-mango-dhokla-recipe-topped-with-sweet-mango-chutney,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/priyanjali/Bengali_style_mango_chutney_cake_1600.jpg
1407,No Onion No Garlic Lauki Paneer Kofta Curry ,"500 grams Bottle gourd (lauki) - peeled and grated,200 grams Paneer (Homemade Cottage Cheese) - crumbled,1/4 teaspoon Turmeric powder (Haldi),1/4 teaspoon Garam masala powder,1/4 cup Rajgira Flour (Amaranth Flour) - for binding,Salt - or rock salt to taste,2 cups Tomatoes - cubed,2 Green Chillies - finely chopped,1 Bay leaf (tej patta) - torn,1 Cinnamon Stick (Dalchini),2 Cardamom (Elaichi) Pods/Seeds - pounded into powder,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Coriander Powder (Dhania),1/2 cup Curd (Dahi / Yogurt),Salt - or rock salt to taste,2 sprig Coriander (Dhania) Leaves - finely chopped,Sunflower Oil - for cooking",25,45,70,5,North Indian ,Dinner,12,1,0,1,0,0,0,High Protein Vegetarian,lactose,71,"We begin making No Onion No Garlic Lauki Paneer Kofta Curry Recipe, heat a heavy bottomed pan or kadhai with oil. Add tomatoes, green chillies, cumin seeds, little bit of turmeric powder and salt. Cook till the tomatoes are soft and mushy.Once the tomatoes are cooked set aside to cool.Then blend the mixture into a smooth paste using a blender or a mixer grinder.For making the Koftas, Keep all the ingredients ready, drain out the water from the lauki and mix it with other ingredients including paneer, turmeric powder, garam masala powder, rajgira flour, salt in a bowl and make small sized kofta balls.In order to use less oil for the kofta you can fry the koftas in a Paniyaram Pan with a teaspoon of oil for each kofta and cook it for about 2 minutes.Once done keep it aside until the gravy is made.Heat a separate Kadai with little bit of oil and add the spices - cinnamon,cardamom pods and bay leaf. Then add the tomato paste with the rest of the spice powders into the curry and cook it for about 5 minutes.Once done add the yogurt, give it a stir and let it boil for 5 more minutes. Add the koftas after you transfer the gravy into a serving dish so that the koftas do not turn soggy.Serve your mouth-watering No Onion No Garlic Lauki Paneer Kofta Curry Recipe with Ajwain Puri, Palak Raita and Kachumber Salad for your weekday meal.
",http://www.archanaskitchen.com/lauki-paneer-kofta-curry-recipe-no-onion-no-garlic-recipe,https://www.archanaskitchen.com//images/archanaskitchen/0-Archanas-Kitchen-Recipes/2016/sept-21/Lauki_Paneer_Kofta_Curry_No_onion_No_Garlic_Vrat_Recipe-3.jpg
1408,Rajasthani Style Mutton Banjara ,"750 grams Mutton,1/4 cup Sunflower Oil,3/4 cup Onion - paste,1 tablespoon Garlic - paste,1 tablespoon Ginger - paste,2 tablespoon Red Chilli powder,2 tablespoon Coriander Powder (Dhania),1 teaspoon Turmeric powder (Haldi),4 tablespoon Curd (Dahi / Yogurt),1 teaspoon Coriander (Dhania) Seeds - roasted and crushed,2 Bay leaf (tej patta),4 Cloves (Laung),4 Whole Black Peppercorns,4 Dry Red Chilli,1/2 inch Cinnamon Stick (Dalchini),Salt - to taste",20,30,50,4,Rajasthani,Dinner,20,0,0,0,0,0,0,Non Vegeterian,lactose,162,"To begin making the Rajasthani Mutton Banjara recipe, heat oil in a non stick wok and add bay leaf, pepper, cloves, cinnamon and dry red chilies and sauté for a minute.Add onion paste and fry till raw smell goes off.Now add ginger garlic paste and fry it till its golden in colour and leaves a nice aroma.Add mutton along with curd and mix well. Cook on high till curd water evaporates.Now add coriander powder, red chilli powder, turmeric and mix well. Fry on low heat till oil starts leaving from sides.Add warm water as per requirement and adjust salt to taste. Mix well and pressure cook the mutton till soft. Carefully remove the lid and add crushed coriander seeds all over and give a gentle mix. Serve Rajasthani Mutton Banjara along with Roomali Roti, Phulkas or Steamed rice for a weekend dinner.
",https://www.archanaskitchen.com/rajasthani-mutton-banjara-recipe,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/shaheen_ali/Mutton_Banjara_.jpg
1409,Ulundagorai - Spicy Urad Dal Flavored Rice (For Prashad & Naivedyam) ,"1 cup Rice - short grained,Salt - to taste,2 tablespoon Sunflower Oil,Few Whole Black Peppercorns,3 tablespoon Black Urad Dal (Split),3-4 Fresh Red Chilli -,1/8 teaspoon Asafoetida (hing),1/2 teaspoon Black pepper powder,1 teaspoon Sunflower Oil,1/2 teaspoon White Urad Dal (Split),1/2 teaspoon Mustard seeds,5-7 Cashew nuts,4-5 Curry leaves,2 teaspoon Ghee",15,30,45,4,South Indian ,Lunch,1,1,0,0,0,0,0,Vegetarian,None,83,"To begin the preparation of Ulundogorai, cook rice and fluff the rice into separate grains in a flat plate.Heat 2 tablespoon of oil, saute urad dal, chillies and fry on low-medium flame till golden brown. Add peppercorns towards the end and switch off the flame. Cool completely and grind in grinder.In a non stick pan, heat oil. Splutter mustard seeds, asafoetida, curry leaves. Fry the cashew nuts & 1/2 teaspoon urad dal till golden brown. Immediately add the spice powder, salt and mix well. Switch off the flame, add the rice and mix well. Add salt and adjust salt and spices.Add the ghee once rice is mixed with masala.Serve the Ulundogorai hot, as it is or with lauki raita and papad.
",http://www.archanaskitchen.com/ulundogorai-spicy-urad-dal-flavoured-rice-for-prashad-naivedyam-recipe,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/Kalyani_Srinath/Ulundogorai__Urad_dal_spice_flavoured_rice_for_Prashad__Naivedyam.jpg
1410,Creamy Radish Soup  With Sweet Potato,"6 Red baby radish - chopped (or 2 white radishes),2 Sweet Potatoes - peeled and chopped,1 Onion - chopped,1 teaspoon Fennel seeds (Saunf),1/4 teaspoon Ajwain (Carom seeds),2 teaspoon Black pepper powder,2 Bay leaves (tej patta) - or tejpatta or allspice leaves,2 cups Vegetable stock,2 teaspoon Sunflower Oil,Salt - to taste,2 tablespoon Hung Curd (Greek Yogurt),2 sprig Coriander (Dhania) Leaves - chopped,1 Mooli/ Mullangi (Radish) - cut into strips for garnish",10,15,25,4,Continental,Appetizer,6,1,0,0,0,0,0,Vegetarian,lactose,290,"To begin making the Creamy Radish soup recipe with Sweet Potato, first, heat oil in a saucepan.Add the onion and sauté till it becomes soft. Add the carom seeds, fennel seeds and bay leaf.Stir and add the sweet potato and radish. Mix.Add 1/2 cup stock, salt and cook covered till the root vegetables soften.Cool slightly, take out the bay leaf and puree in a blender.Pour it back into the saucepan. Add bay leaf.Adjust the consistency with the stock (this is usually a thick soup).Add pepper and salt (if required). Bring to a boil.Ladle into serving bowls, stir a tablespoon of curd/yogurt and garnish with coriander leaves and strips of radish.Serve Creamy Radish soup recipe with Sweet Potato immediately with Smoked Tofu and Grilled Vegetable Salad for a light meal.
",http://www.archanaskitchen.com/creamy-radish-soup-recipe-with-sweet-potato,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/Madhuli_Ajay/Creamy_Radish_soup.jpg
1411,Crispy Chicken Nuggets  - KFC Style,"300 grams Chicken breasts - (boneless) cleaned and washed and cut into 2 inch cubes,5 tablespoon Buttermilk,Salt - to taste,1-1/2 teaspoon Black pepper powder,4 tablespoon All Purpose Flour (Maida),2 Whole Eggs - beaten,1/2 cup Whole Wheat Bread crumbs,1/4 cup Corn flakes - crushed,1 teaspoon Dried oregano,1 teaspoon Black pepper powder - adjustable,1/2 teaspoon Salt,1 teaspoon Garlic powder,1 teaspoon Onion powder,1/2 teaspoon Paprika powder,Sunflower Oil - as required for deep frying",10,30,40,3,Continental,Appetizer,6,0,0,1,0,0,0,High Protein Non Vegetarian,lactose,635,"To begin making the Crispy Chicken Nuggets Recipe - KFC style recipe, wash and clean the chicken thoroughly.In a bowl, add chicken, buttermilk, salt and pepper powder, mix well. Cover and marinate it in the fridge for 3 to 4 hours.Remove from fridge and drain off excess buttermilk.Place all-purpose flour on a wide flat plate.Beat eggs and place it in a bowl.In a wide bowl, mix panko bread crumbs, crushed corn flakes, oregano, salt, paprika, pepper powder, garlic powder, and onion powder and mix well. Adjust spices to your taste preference.In a frying pan, heat oil for deep frying.Take a piece of chicken and first coat it with all-purpose flour, immediately dip it in egg and then coat with panko bread crumb mix.Repeat the process with all the chicken pieces.Once the oil is hot, reduce flame to medium and carefully drop the coated chicken pieces in oil, few pieces at a time, making sure you don’t overcrowd the frying pan. Deep fry the chicken nuggets until golden brown evenly.Once cooked, remove from oil and drain the Crispy Chicken Nuggets on a paper towel and serve hot.Serve Crispy Chicken Nuggets Recipe - KFC style recipe when hot, with delicious dips like cottage cheese dip, peanut chilli dipping sauce or tzatziki recipe.
",http://www.archanaskitchen.com/soft-and-spicy-chicken-nuggets-kfc-style-recipe,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/Jyothi_Rajesh/Chicken_Nuggets.jpg
1412,Light And Healthy Spinach Soup ,"500 grams Spinach Leaves (Palak) - washed and chopped,2 teaspoon Extra Virgin Olive Oil,1 clove Garlic,1 Stalk Coriander (Dhania) Leaves - chopped,1 cup Milk,1 cup Vegetable stock - or water,Black pepper powder - freshly ground to taste,Salt - to taste",10,30,40,4,Continental,Appetizer,6,1,0,0,0,0,0,Vegetarian,lactose,188,"To begin making the Light and Healthy Spinach Soup Recipe, we will first get all the ingredients ready.Heat oil in large saucepan;add in the garlic and celery and saute for a few seconds. Add in the chopped spinach, sprinkle some salt and saute on medium heat until the spinach is wilted and cooked.Add all the ingredients into a blender, and blend to make a smooth puree. Note: If your blender does not take in hot ingredients, then allow the blender to cool completely and then add the ingredients to the blender. Once blender, pour the Spinach Soup into as sauce pan. Adjust the consistency of the soup by adding more or less milk or water/stock. Check the salt and pepper levels and adjust to suit your taste.Bring the soup to a boil only when you are ready to serve to retain the maximum nutrition.Serve Light And Healthy Spinach Soup Recipe with a bread like Whole Wheat Seeded Loaf Recipe and Cape Gooseberry Salad Recipe to make a complete meal.
",https://www.archanaskitchen.com/light-and-healthy-spinach-soup-recipe,https://www.archanaskitchen.com//images/archanaskitchen/World_Soups/Light_and_Healthy_Spinach_Soup_Recipe-1.jpg
1413,Malwani Pumpkin And Raw Mango Curry ,"1 Mango (Raw) - peeled and diced,1 Kaddu (Parangikai/ Pumpkin) - yellow one,3 Green Chillies,1/2 teaspoon Ginger - grated,2 Dry Red Chillies,1 teaspoon Cumin seeds (Jeera),1 teaspoon Fennel seeds (Saunf),1/4 teaspoon Methi Seeds (Fenugreek Seeds),1/2 teaspoon Whole Black Peppercorns,1/2 teaspoon Coriander (Dhania) Seeds,2 tablespoons Fresh coconut - grated,1 tablespoon Sunflower Oil",10,30,40,4,Malvani,Dinner,58,1,0,0,0,0,0,Vegetarian,None,266,"To begin making the Malwani Pumpkin And Raw Mango Curry Recipe, lightly dry roast each of these spices separately – dried red chilies, cumin seeds, fennel seeds, fenugreek seeds, black pepper corn, coriander seeds. Let it cool and then grind into fine powder.Heat oil in a heavy bottomed pan. Add slit green chilies, grated ginger and saute for a minute. Then add the ground powder and saute for a minute.Add raw mango cubes into the pan along with salt along with little water cook until mango is 3/4 cooked.Add the pumpkin cubes and cook until pumpkin is well done. Add little water if required during cooking.  The Malwani Pumpkin And Raw Mango Curry should be semi dry.Finally add grated coconut and turn off the flame. Serve hot. Serve Malwani Pumpkin And Raw Mango Curry along with Cauliflower Thoran and Steamed Rice for a weekday lunch or dinner.
",http://www.archanaskitchen.com/malwani-pumpkin-and-raw-mango-curry-recipe,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/jyothir/Malwani_Pumpkin__Raw_Mango_Curry.jpg
1414,Sour Pumpkin Vegetable  - Tangy Tamarind Pumpkin Curry ,"2 cups pumpkin - cut into small pieces, 1 tablespoon oil, 1 tablespoon mustard, 1/4 tablespoon cumin seeds, 1/2 tablespoon ginger - grated, 1/2 tablespoon garlic - grated, 2 green chillies - finely chopped, 1 onion - chopped, 6 curry leaves, 1 tablespoon red chilli powder, 1 tablespoon turmeric powder - turmeric powder, 1 tablespoon coriander powder, salt - as per taste, 1 cup water, 1 tablespoon tamarind - Paste, 1/2 tablespoon Jaggery",20,30,50,4,Indian,Dinner,0,1,0,0,0,0,0,Vegetarian,None,96,"????? ????? ?? ????? ????? ?? ???, ???? ???? ?? ???? ??? ??? ??? ?? ??. ???? ??? ???? ?? 10 ?? 15 ???????? ?? ?????????? ??? ????? ???? ??? ?????, ???? ????? ?? ?????, ??? ?????, ??? ????? ???? ?? ????? ?? ?????? ???? ?? ??????????? ?? ?????? ???? ?? ??? ???? ??? ????? ?????, ????? ????? ?? ????? ????? ???? ?? ????? ??? ?? ???? ??. ???? ??? ?? ????? ??? ????? ????? ????? ?????? ??? ?? ???? ????? ???? ?? ??? ?? 3 ?? 4 ???? ?? ???? ??. ????? ??? ?? ???? ?? ???, ???? ?? ????? ?? ???? ??? ????? ???? ?? ????? ??? ?? ??????? ??? ???? ?? 2 ?? 3 ???? ?? ????? ?? ?? ?? ???? ???? ??? ?? ???. ????? ????? ???? ?? ??? ???? ??? ??????????? ????? ?? ????? ?? ?? ????, ????? ?? ????? ?? ??? ??? ?? ???? ?? ??? ???? ???? ??.
",http://www.archanaskitchen.com/tangy-tamarind-pumpkin-curry-recipe-in-hindi,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/Pooja_Thakur/Tangy_Tamarind_Pumpkin_Curry.jpg
1415,Sweet Chili & Orange Chicken ,"3 Chicken breasts,1 Onion - cut into squares,6 cloves Garlic - chopped,Salt - to taste,Sunflower Oil,1/2 cup Fresh orange juice,3 tablespoons Red Chilli sauce,1 teaspoon Corn flour,1 teaspoon Black pepper powder",10,30,40,4,Continental,Dinner,6,0,0,1,0,0,0,High Protein Non Vegetarian,None,538,"To begin making the Sweet Chili & Orange Chicken Recipe, We will heat a flat skillet with oil on medium flame, add garlic and onions and saute for a couple of minutes until the onions are just about softened. Add the chicken breasts and grill them along with a little salt till the chicken gets roasted and turns golden brown.In the meantime, in a mixing bowl combine all the ingredients for the sauce - orange juice, red chilli sauce, corn flour and pepper powder along with 1/2 cup water.Reduce the heat and add the orange sauce mixture to the grilled  Allow the Sweet Chili & Orange Chicken to cook in low heat for at least 15 minutes until the grilled chicken gets well coated.This will help to develop the flavor and it will slowly start to thicken up. Once the Sweet Chili & Orange Chicken is thick, turn off the flame and transfer to a serving bowl and serve hot.Serve the Sweet Chili & Orange Chicken along with a bowl of Burnt Garlic Veg Fried Rice Recipe to make your lunch simple and delicious. You can finish off with a Banana Cream Pie Recipe as dessert. 
",https://www.archanaskitchen.com/sweet-chili-orange-chicken-recipe,https://www.archanaskitchen.com//images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/Sweet_Chili_Orange_Chicken_Recipe-1_1600.jpg
